"airlineName","title","content","month","year","rating"
"Pegasus-Airlines","The worst airline ever 🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️","Fist and last time was using this airline!!! Stuff rude and unhelpful without basic English! My Bag was missing yet in London when I arrived in Istanbul they just give me form to Filled and said that it’s alright because with them airline it’s happening everyday and it is just normal 😳🤦🏼‍♀️🤷🏼‍♀️ It’s been 3 days I’m waiting for my bag in hotel which they not in rush to deliver me my stuff knowing that I don’t have anything with me let’s see what will happen next but sure never ever again!!!!!",11,"2021",1
"Pegasus-Airlines","Worst experience ever! First and last time with pegasus","Please teach your staff english so atleast they can help the passengers,
Useless and rude staff. Pathetic service for check-in , the staff wasn’t even aware of the flight being delayed. My frustration level at SAW airport was so much because of this pathetic flight. If you guys are into tourism please get a staff who understands foreign language too… your staff is the most unprofessional, rude, useless.

I would any day suggest turkish airlines for people travelling from foreign countries and have a domestic flight to other cities. Turkish airline is so good.

My flight was delayed 5 and half hours yet they did not inform us. Plus they told us to buy a new ticket as the flight already flew but in reality the flight was delayed!! Stupid loser staff and stupid airline. Harassing people",11,"2021",1
"Pegasus-Airlines","Price vs quality","Like most low(er) costers, the price definitely reflects the quality. The flight itself was ok, and I would in general say it's comparable to other low coster flights. My two main issues were during check-in and boarding. Check-in wasn't possible online and the check-in staff was incredibly slow, the airline could've easily sent out the forms by email and checked in half the passengers online. Secondly, boarding was not well organized, they also didn't properly account for cabin luggage space by allowing at least half the passengers to bring multiple pieces on board resulting in overcrowded lockers where you couldn't place even a jacket. Besides these two points, the flight was relatively smooth and both on the way there and back even though the plane departed with a delay it arrived at the destination slightly ahead of schedule.",11,"2021",3
"Pegasus-Airlines","Airline doesnt care about covid","Flight, punctuality and crew was alright. But the airline obviously doesnt care about covid. A lot of passengers didnt wear a mask or didnt do it properly. No one told them to wear it. Also the crew put down their mask if someone couldnt understand them.
Peagsus air - please take it serious!

Also: Water should be free on all flights! Stay hydrated, travellers! ;-)",11,"2021",2
"Pegasus-Airlines","Pegasus for the 1st & The Last Time","I made this trip on many occasions and I've enjoyed it thanks to Turkish Airlines, BA etc. But my flight on 6th November was really bad but having read recent reviews, I think I was lucky to say the least...😥

My flight was scheduled for 12.50pm departure but we actually left shortly after 8.30pm. that's over 7 hours and 40 mns delay. The check in staff knew nothing about the delay.

I rang customer service after 1pm and waited, waited, waited for over 45mns and when I finally managed to get through, I tried to get on a flight that was meant to depart @ 16.30 (after mine it actually department before mine). So the member of staff said yes, no problem. I was allowed to change flight and so I made my way back to check in by leaving the security area through the backdoor etc. It took me at least 15 mns and when I finally made it to check in desk to get my boarding pass, I was told that the system couldn't allow him to make the changes anyway. I was shocked and in disbelief that I was dealing with inefficient staff. Yet the check-in desk couldn't do anything because it's not their job to make flight changes.

I made it back through security and waited, waited and waited and finally an announcement was made inviting me to meet at customer service to hear that fog was to blame for our flight delay and yet no one knows how the flight of 4.30pm managed to leave with just half an hour delay. We were handed £10 voucher per person for refreshment. Member of staff lost their cool and couldn't answer a straight forward question. Not impressed.

Yes, their aircraft are old, tired and seriously I wouldn't trust them again with a straight forward single flight let alone a connecting one.

While waiting for my return flight on 12th November, I heard about a group of people who were refused to board when the aircraft was still at the gate and another young woman in tears due to missing her connecting flight thanks to staff shortages and long queues in the transit area.

DEFINITELY NEVER AGAIN",11,"2021",1
"Pegasus-Airlines","Very poor","I really regret to buy this ticket which was the first time, yes it's the cheapest airlines but it's the most expensive according to their services when we compare with other airline with full service of free meals and drinks the difference of the price just little also all the services I did not like including the crew behaviour.",11,"2021",1
"Pegasus-Airlines","Thought I alreasdy knew the worst airlines!!","I need to revisit my list of worst airlines, cos Pegasus would be the worst, and I have flown over 40 airlines in 40 years!
Arriving in transit from Doha, with a transit time of 2 hours, my first surprise was the queue for the single transit desk open, I counted 40 people waiting then stopped counting. Decided to go straight to the check in area, and my second surprise, each row of check-in desks had four lines of passengers waiting to check in, and a third of the desks unmanned, I joined the queue.
After 90 minutes I arrived at a check-in desk, to be told 'sorry, the flight is closed'. I asked in my best English, 'are they crazy, how can they keep me waiting 90 minutes in the line & then close the flight. Just to give you the picture, there were no senior staff or managers around, and the poor harrassed check-in staff were doing their best to help the multitude of disgruntled passengers.
We were sent to the sales windows to rebook a flight, where of course was another queue, and I was given a new flight 10 hours later.
Then surprise number three, having decided to check in as early as was permitted, I arrived at the check-in desk, to be told that I could not check in because my COVID test certificate was now out of time, i.e. more than the permitted 72 hours before the flight. Arguing whose fault that was was useless, fortunately there was a 90 minute COVID test station at the terminal, so I had to get a new certificate, at my expense, in order to finally fly out.
Pegasus, never again.",11,"2021",1
"Pegasus-Airlines","They run a SCAM on their website","Purchased a ticket via a website online. Decided i needed an extra luggage.
Went on Pegasus website to add a bag. All went well, inputed my ticket number and name, and it pulled my ticket, offering me to upgrade to an extra luggage.

Now I thought this would allow me to buy a check-in bag, as according to their support, no 2nd carryon is allowed on the airplane""

Only the luggage you buy as ""extra"" is the same carry on my ticked allowed me to take in the first place.

Contacted them via their support, they said they dont refund extras and the money i paid gets no additional service. LOL

This is the definition of a SCAM. You pay and you get nothing, and there is no refund.",11,"2021",1
"Pegasus-Airlines","I don't recommend at all","This is the most rude and unprofessional capen crew and employees I have ever see in my life in all industry.

Not only they delayed the flight for 5 hours also they are Un helpful and rude.",11,"2021",1
"Pegasus-Airlines","The most unpolite Airline ever!!!","I had a flight from munich to Mumbai. From munich to istanbul, than Kuweit and than mumbai. I boarded the flight after declaring everything. I was not told that i needed a Visa for Kuweit. Allthough my Passport was properly checked by the airline staff. Arriving to Istanbul and waiting 4 hours for my connecting flight, i was told that i can not proceed to my connecting fligh. The Turkish staff is really unpolite and they refuse to speak English. I have never seen a folk worse than them. That was my last time coming in this country. They did not compansate anything and ignored me for severl hours. Pay more trust me and fly safer with an other airline",11,"2021",1
"Pegasus-Airlines","James @ check in gets 5*","James - you really couldn’t be any better at your job! Thank you for going above and beyond for me after my vaccination/test mix up. You’re professional and caring. I would definitely of been in tears if it wasn’t for your help and compassion. I got to my flight on time wahoo! First time flying with Pegasus (we usually use Turkish airways atleast 4 times a year ) we will definitely be using again without hesitation. Thank you!",11,"2021",5
"Pegasus-Airlines","Avoid this airlines at ANY cost PLEASE!!!!!!","We all know the fog at Sabiha in the last few days is not the airline's fault, but how you handled it was just disgraceful. Got to the airport at 2am and left at 8:30am!!! No communication, rude staff, no speaks more than 5 words of english. Lying staff about the issue of the fog. Next day, flight got diverted to IST without no one being notified beforehad, I only found out when we were landing and I could see the airport was not Sabiha!! Had to do passport control and bagagge pick up in ISt , bus to Sabiha and then check in, pass control, security ALL over again in Sabiha!! Plus they booked my connection flight wrong and had to shout for the useless staff to agree to put my in the next flight. DO NOT BOOK WITH THIS AIRLINE; NOT WORTH THE CHAEP PRICES!!!!! Old umcomfortable plans, my whole body hurts after 2 flights.",11,"2021",1
"Pegasus-Airlines","Life mistake","Worst experience ever never gonna book a flight or recommend it, the flight was delayed 15 hours and we don't receive any email or SMS from the company . when we tried to get an answer from the people who work at SAW airport they avoid us and didn't bother to even answer our questions",11,"2021",1
"Pegasus-Airlines","No reimbursement for all delays and lost luggage.","Baggage lost, delayed flight and rude staff. Syrian and Afghan Passengers were left inside because they cannot enter Turkey without providing place to sleep and were threatened to be deported, although they were in transit only and wasn't their fault that the connection flight was lost due to the delay because of weather conditions.
The staff were ignoring passengers and speeding with rudeness. Only two of them were nice and helped many. A man called Kemel and a girl.",11,"2021",1
"Pegasus-Airlines","We will call legal actions onto this","First of all our flight from Antalya to Istanbul was delayed 3 hours. Foggy as we all have read it below.

And of course we missed the follow-up flight. So Pegasus assumably booked for the next flight at 14.40.
Now: that plane startet boarding at 16.40 - so toll hours late. Then they refused to take us and another 11 passangers with the same situation. BUT they said 70% of our luggage could go with.

Then we have to arrange a New flight and of course look for our suitcases, as some should've stayed in Istanbul.

After long discussions etc etc. Pegasus wanted to book us for the next flight possible: which would've been on 11th November 2021!!!
We should wait in line for hotel Transfer (and all of you saw that there were at least 200 people in line).

And dear Pegasus: soweit people have to work. We cannot wait 3 days for you to get your stuff together.

We decided to buy tickets at another airline (420€ per person on a crappy plane and to Frankfurt, as Stuttgart was even more expensible).

So after 5 hours in Antalya and 22+ hours in Istanbul we finally boarded a plane to Frankfurt...

In germany we immediately called Stuttgart to find our luggage and guess what: the luggage seems to have disappeared... now we are playing some sick cat and mouse game with Pegasus, as they want us to comtact Turkey about our luggage.

As written above: we will sue. We will give Pegasus the chance to balance the costs (approx. 1100 € atm) which occured because of their complete lack of professionality and organisation.

If our luggage should be gone for good, the amount could at least be doubled.",11,"2021",1
"Pegasus-Airlines","Neeeeverrrrrrr again","First of all: Learn your employers Englisch!
Second: handle the Chaos in istanbul!

Everybody knows that the fogg is not your fault. But the Chaos is! Other Airlines have nit such Problems. Nobody could help us, we got an hotel ourself after bring 36 h awake, standing hours in queues, beeing stopped from getting our luggage by desperate security Personal. Complete Desaster. We hope that we really have seats in the plane To our wrong destination now and that by some miricle our luggage is following there. But I doubt it.

To everyone who is informing himself here before booking: dont go with pegasus Airlines. Better pay 100€ more and go with a propper airline. It will save you nerves and in the end a lot of money.

To Nearport Hotel: thank you for excellent Service, englisch speaking personal, good food and a cozy bed. I know... you got pur money for that, but so did Pegasus Airlines ... you can be theoretisch role Model.",11,"2021",2
"Pegasus-Airlines","PEGASUCKS","Been waiting for more than 9 hours. I understand weather conditions but the no responsibility of them makes me not recommend this airline to anyone",11,"2021",1
"Pegasus-Airlines","worse airline EVER !!!!","i don’t know how funny it is, now it’s 11:15 and i still have delayed,my flight was 6Am ,no one at the air port responses to this delay and no one tell us when our flight going to attend, funny part is that the later flights are boarding now but our flight is still not boarding.",11,"2021",1
"Pegasus-Airlines","terrible pegasus","i’ve already had two flights this week with pegasus and both of them were terrible bad, now i’m at the air port i’ve had a serious meeting at 9:30 Am and i took 6:45 Am flight and now is 7:25 and they didn’t say anything until now.
No accommodations at the flights is one of the weakest points, the other day i’ve took 3 hours flight from iran to antalya they didn't even gave water but they took money because of 1kg over weight of my baggage.
Never going to buy tickets from this airline.",11,"2021",1
"Pegasus-Airlines","Rather challenging experience","To start with, my first flight (of a two-flight journey) was cancelled. I had to take an 8:20 flight from Dalaman to Instambul and then take a connecting flight to Moscow. At 1.40 am I received an sms (in Turkish) that my flight from Dalaman was cancelled. There was a link included to change my ticket but when I clicked on it, the page which opened still showed me that everything was fine and that I was checked-in to flight as scheduled. I decided not to take my chances and called a hotline. Indeed, my flight was cancelled. But luckily, there was another flight just 40 minutes later and they rebooked me for it.
When I arrived at Dalaman airport I saw a huge line to the Pegasus counter, with people desperate to change their tickets and make it for their connecting flight in Instambul. I'm not sure how many people made it in the end (I would expect that this 9 am flight was largely overbooked).
This was not the end of the story. When I arrived in Instambul, I learnt that was connecting flight was delayed by 2 h 45 m. So, it turned out a very stressful and tiresome journey for me.",11,"2021",3
"Pegasus-Airlines","rudeness! Terrible experience","I flied with Pegasus and didn’t expect to be treated like a dirt by one of the worker of the company at the airport. I told him “Hi” then he replied “WHAT?!” Then I asked him “Can you help me, please? He stood, starting at me for few seconds, then said out of a blunt “NO” then he left. I was amazed by this answer, like how, why?
Then I tried to find someone else who did help me, and when I went to Pegasus counter again I saw him, didn’t dare to ask him for help again, but his supervisor was here then I asked the supervisor who did help me. What I want to ask from Pegasus is “are your workers supposed to help their passenger?”
His name is Safa.M

I know sometime you can be in a bad mood, but I didn’t ask to be treated like dump I imagine he was being racist….",11,"2021",1
"Pegasus-Airlines","Baddddddd airline","I will not go again with this airline i had a very bad experience staff are rude flight delayed 12 hours without any refund to my ticket they lost my luggage and no one know where is if i could put zero but i cant i dont recommend this airline at all",11,"2021",1
"Pegasus-Airlines","Regulatory Affairs Specialist","Very poor customer care even though a delay of > 4 hours (planned 15:35.. delayed until 22:00) without any clear information. No open office. They took my baggage hostage to prevent me go with another company 😕",11,"2021",1
"Pegasus-Airlines","Worst airline","Phone numbers don't work,flights cancelled, no refund, for 1000 ways to die try pegasus airlines from Turkey.",11,"2021",1
"Pegasus-Airlines","Mr","An awful experience, they are very rude and unprofessional at the front desk and no manners for customer service, wouldn’t recommend to anyone, 0 out of 10",11,"2021",1
"Pegasus-Airlines","Sales Director","Worst at customer service, communications in solving an issue. They have not ticketed my open ticket, not solved the problem and dont seem to be caring at all.. Customer care or service is awful!!",11,"2021",1
"Pegasus-Airlines","Mr.","Worst airline ever. They guide you to a queue and after an hour you are sent to the next only to be told No you have to go and queue to the next. The flight numbers are no indicated correctly on the counter. Be warned. No one to ask and guide you until you reach the counter. 1 hour before departure and not checked in. Standing in queues with a baby for 3 hours. Is disgusting and no consideration to people with children or elderly.",11,"2021",1
"Pegasus-Airlines","Lost Baggage","My family and I flew back from Antalya via Istanbul to London Stansted airport on 30 October 2021.
3 bags were checked in but only one has surfaced.
For the other two, we waited by the carousel for over an hour and ended up looking for Pegasus help desk to report the missing bags. There was no one at the help desk. It was past midnight and the baggage area deserted.
I went home and the following day started following up by making enquiries online and calling Pegasus Airlines to report the missing bags. After almost 4 hours of phone calls, and talking to rude people, I gave up trying.
However, I managed to complete an online baggage claim form but wasn’t able to get certain codes related to the baggage. I called Pegasus Airlines to ask why they required my bank name and details? No straight answer.
To cut a story short, I just need my bags returned. And,
Pegasus Airlines are not at all interested in helping or advising how to retrieve the missing bags.
If anyone can help, I will appreciate all the help and advise.

Could the reason be that I flew home on a flight that I couldn’t take at the scheduled time because I eventually flew out on the 4th flight due to the locator form saga. The baggge tags carried the flight details of the flight I didn’t get to board!

For now, Turkey and Pegasus are off the menu.",10,"2021",1
"Pegasus-Airlines","The worse airline got into","I flew on the 21st October to Istanbul, with Pegasus airline which I guaranteed that was the worse airline I got in. For two plane tickets that cost me $1400 I could fly with away better airlines. Even a sip of water they sale it to all the passengers. NOT ACCEPTABLE!!!
Not talking about the rudness of the flight attendants the poor quality and uncomfortable seat. I'm so surprised of how bad the service could be offered inside a plane.",10,"2021",1
"Pegasus-Airlines","Never ever try this airline","Their booking system has the issue that the money will be withdrawn from your account without any successful booking, and they don't pay you back. They have the worst hotline and support ever. They close your support query without even answering you. I paid for a ticket twice as there are some issues on their website. With the Money I paid, I could travel with the better airline!

Last year I bought a ticket and I paid extra for my pet, which was also written in my ticket. At the airport, they requested for more money and said that there are no payments for the pet in the system and I had to pay again as I was with my pet at airport and had no other choice.

They seem to be economy but every time they find a way to receive more money!",10,"2021",1
"Pegasus-Airlines","Stay away from this airline!!","I bought a plane ticket to fly on October 9th. when they sold it to me the time printed on the ticket was 2:45am (which at 12am it turned into the 10th. of october) so I went to the airport on the 10th. & they told me that I had missed my flight the day before, I told them that was impossible because the 9th. after midnight becomes the 10th. but they didn't wanna hear it, me & my two friends had to spend hundreds of dollars to fly that same day. They never even sent me an email or anything to check in the day before because that's the way they do business, very shady & untruthful, also the lady that spoke to me on the phone had a really bad attitude the whole call, do yourself a favor & pay more & fly with another airline, you'll be glad you did!!",10,"2021",1
"Pegasus-Airlines","EXCEPTIONAL !!!","Our experience with PEGASUS airlines in 2020 was very good & recently again this week in 2021, the airlines has only got better than before.

Online Booking through their website was easy and hassle free, customer service was excellent, flight was on time & without any troubles and like last year, we as a family of 3 were given seats together without charge. We'll definitely use Pegasus airlines again.

Once again, a BIG ""THANK YOU"" to 
Pegasus airlines.",10,"2021",5
"Pegasus-Airlines","New planes, precise schedule, great prices","Contrary to many reviewers here I am very positive about Pegasus airlines.
As a experienced traveler I always take airline reviews with caution, as the majority of travelers after a good experience don't come here to express it as they consider it quite normal. So, mainly you'll find reviews of bad experienced travelers here who express it to relieve themselves. Also, I make around 30 flights a year, so can make a difference between good and bad.
During our 2 weeks Turkey tour we had six flights with Pegasus and all of them were on A320 or A321, which were almost brand new. All flights performed on time.
Cabin was perfectly clean, the staff very kind.
Have in mind Pegasus is a low cost carrier, so do not expect reclining seats or inflight entertainment. Food and beverages can be bought onboard for a reasonable price.
Those expecting higher standards should opt for Turkish airlines, but be prepared to pay significantly higher fares.",10,"2021",5
"Pegasus-Airlines","Dishonest and deceptive Airlines","This is the worst airlines i have seen in my life .I have received my luggage broken.,and received it without code or copied label,they threw it in order not to complain and take repayment they wanted to hide their crime .I went to their office in the airport the didn't take any action but said,they couldn't do anything because the label wasn't not on the luggage and they wrote
on it with a pen although i have another 2 luggages with their labels and codes, but the broken one they have removed its code and label to hide their crime.Really itis a dishonest Airlines.My question is why the other 2 luggages have label but those one hasn't! I think the answer is clear . They removed it to hide their badly deed,but there is no complete crime.",10,"2021",1
"Pegasus-Airlines","Luggage broken","Luggage was broken when received. Seats are too tight. Would not recommend for other customers this airline.",10,"2021",2
"Pegasus-Airlines","Worst airline!!!!!","I personally hate pegasus but had to travel one more time with them and they changed the gate no and then when we reached at the gate 20 mins earlier they didn't allow us and hd to buy a new ticket and even now boarding time was 10:30 am and they are still not here thats not very professional!",10,"2021",1
"Pegasus-Airlines","pegasus worst airline I dealt with so far.","starting from muscat the plane delayed for over one hour and this result to mis our flight in SAW to DLM and it was sorted with delay of 3 hours.

in the way back from DLM to SAW the flight delayed for 1.5 hour and that cause a big issue for us as we,missed our international flight in SAW to MCT.

the staff was rude to us and they didn't even try to see or right our complain, they requested us to call call center where you have to wait for long time and they don't speak English good.

they sorted for us Hotel where the hotel was full and asked us every three will be in one room. and the hotels was in industrial area where you be in a prison till your time come to fly.

they disturbed our plans for two days where we lost much in out business and we couldn't find any care from this nightmare airline.

we paid for the highest package and they gave us random seats.

really it was bad experience and till now no one cares from thier staff to apology for our experience.",10,"2021",1
"Pegasus-Airlines","Do not book a flight with Pegasus","Never again!
Having booked direct flights through our tour operator we then had to pay an additional £89 when Pegasus cancelled this flight and offered an indirect flight instead.
We could not check in on line for the second flight from Istanbul to London as they no longer do this service??
When we tried to check in at Antalya for the second flight we were told we had to do this at Istanbul.
Our first flight landed on time at 10:25 and we went to the desk to check in to be informed that the desk closed and we could not get on this flight. This was at 10:50 and the flight doesn’t leave until 11:35.
The Pegasus manager Mehmet Toruń (5093) was quite simply rude and obnoxious and very unwilling to help. So we then had to go to the Pegasus desk to be told we could have the next flight at 21:00hrs.
So we have paid and extra £89 each to be delayed 10hours what a joke. We will never fly with Pegasus again.",10,"2021",1
"Pegasus-Airlines","AMAZING CUSTOMER SERVICE","Today, I called Pegasus airlines in regards to changing my flight (for next week!) I spoke to Volkan and he was nothing but helpful! He was so lovely, spoke in a warm way and went above and beyond to help me resolve my query ASAP. So, I just wanted to say a massive THANK YOU to Volkan and Pegasus Airlines x",10,"2021",5
"Pegasus-Airlines","I take around 100 flights a year. This is the worst airline I ever flew with.","They lost my luggage, it took them 6! day to bring it back. They refused to reimburse the expenses. And they charged for overweight 200gm of the checkin luggage on my flight back (of the minimal things I had to buy during that 6 days).
And yeh, overall support and assistance was a nightmare.
Do not flying with them, it doesn’t with it.",9,"2021",1
"Pegasus-Airlines","Thieves","I highly do not recommend Pegasus Airlines. As I was flying back to Beirut from Istanbul, a women from the airlines stopped me at the gate to check the weight of my carry on (that was already approved at the check-in) and obliged me to pay 100$ for the extra 2kg!! She was very mean, impolite, unprofessional and unethical. She was talking to me in an unacceptable was, saying unacceptable words and repeatedly told me that she won't let me get on board without paying or she will throw away my baggage. On the website of the airline there is no mention of 100$ for 2 extra kg, they don't answer nor reply. No wonder Pegasus Airlines seems to be the 'cheapest' airlines... they know other ways in stealing the clients money. Surely, no one I know will ever use Pegasus.",9,"2021",1
"Pegasus-Airlines","A great choice for flights within Turkey","Flew with Pegasus Airlines very recently from Trabzon to Izmir, and also from Izmir to Kayseri. Both flights departed on time, check in was smooth, aircraft clean and comfortable and the service from the crew was great too! Recommended!",9,"2021",4
"Pegasus-Airlines","My flight was canceled due to lack of information from the staff","My flight got cancelled from Istanbul to Amman due to the lack of information from the airline staff for the documents that needed to enter to Amman .. you need a negative PCR test, payment for the PCR test at Amman airport and a Medical Insurance,, no one from the staff ever mentioned ""the medical insurance"" until I got to the boarding the girl told me I cant travel because I didnt have a medical insurance... I held the full responsibility on the staff because If they told me while I was checking in, I would have time to make it and I will travel that day . they canceled my flight at the door and I didn't get any money back .",9,"2021",1
"Pegasus-Airlines","Pegasus Airlines","I flew With Pegasus Airlines July 22 2021. From Copenhagen to Kayseri with a stop at SAW. There is NO Entertainment, There was a LITERALLY GUM ON THE FLOOR, And IT WAS ALMOST 4000 FOR EACH PASSENGER FOR THIS BAD AIRLINE. And we ordered food and PAID WITH A CREDIT CARD AND One of the crew said that this wouldn't go thru when on their Website it says Card And Debit card. I Recommend Turkish Airlines. Free food, 30 kg and not 22-23kg. and Turkish airlines have Better Entertainment, Crew, Food, And seats.",9,"2021",2
"Pegasus-Airlines","WORST CUSTOMER SERVICE EVER","They could never help me with any type of questions including online check-in, getting invoice of the ticket and changing the flight date. Worst experience ever.",9,"2021",1
"Pegasus-Airlines","No client oriented service","We had bad experience during flight 9.09.2021.Aircompany announced us that we need pcr test only 9.09.2021 at 3 p.m by sms.and we had flight on 22.00 this day.we couldn't make it in time.and hostess doesn't allow us to check in,so we just should buy new tickets for morning 6.55 and had a whole night in airport. Ticket office in airport can't help with change of tickets,they even has wrong phone number on their site!!!
Terrible service",9,"2021",1
"Pegasus-Airlines","Worse service ever","Review number two after they tore my suitcase apart and branded AirPod 2 I had has gone missing. Tried calling them, they gave me the run around between three different phone numbers for them and then I was told to go online to fill out the damage form. Nothing online either; the site keeps giving you run around as well referring you back to a page where you were before with no luck in finding a “claims form”.

Horrible - don’t fly this airline",9,"2021",1
"Pegasus-Airlines","Avoid flying Pegasus if you can","This airline tells you that you are only allowed one piece as carry-on but when I got to the gate other passengers had 2,3,4 pieces with them. I was literally on the 5th row from the front and there was no room for my ONE piece!! There is only one class which is Economy. Seems like me and my travel companion were the only two people who actually followed the airlines’ own darn rule.
Also no rhyme or reason on how they board, no announcement as far as “hey, we are boarding”. They get 1 out of 10 in my book for customer service and communication. This is like the Turkish version of Spirit Airlines in US.",9,"2021",2
"Pegasus-Airlines","Very Reasonable Prices","I found the flight to be crowded and the seats were not that comfortable. Also not a fan of their overall decor. The leg room was just adequate for a person 6ft tall as I am. The lavatories were clean though. The check in experience on the ground was ok, nothing bad but nothing extraordinary either. If asked whether I would fly again with Pegasus the answer would be a 100% YES, simply because the prices are VERY cheap, especially if you book in advance. At this price point I believe any enthusiastic traveler would ignore the average service. I do recommend that you do bring some snacks along with you as the inflight food is quite expensive and also your tablet or laptop to keep yourself entertained. And if you could download some movies or Netflix offline to view then your flight will be very pleasant.",9,"2021",3
"Pegasus-Airlines","CHECK IN AT SABIHA GOCKEN AIRPORT","My experience with this airline was very terrible, the check-in staff was extremely rude, not recommended at all, will never fly with them again.",8,"2021",1
"Pegasus-Airlines","Very bad experience","The woman at the check in desk did not know the rules of the country that we were travelling to, so it took 1 hour to check in because every second she was there checking papers. She was slow and unqualified and passengers were very upset. I was most unhappy because I travel with an infant, and she was just losing our time",8,"2021",1
"Pegasus-Airlines","Their customer care hotline is a mess","Their customer care hotlines sucks, I have been calling to do some changes since one week and they will put me on waiting for over one hour.",8,"2021",1
"Pegasus-Airlines","Worst company ever","Had 4 flights booked in the 2nd half of august with them.
Every single was at least 30-45 minutes late.
Rows, slow staff, bad taking off and landing.
Never again.",8,"2021",1
"Pegasus-Airlines","Incorrect Covid information and poor service onboard","I took two flights PC381 Krasnodar to Istanbul and PC1019 Istanbul to Munich. I encountered the first problem in Krasnodar, where I was not allowed to board the plane without first registering online with the Robert Koch Institute. This was not necessary since printed forms were available on the Munich flight. None of the forms were collected by the cabin staff, nor was I asked to show the form at immigration. Quite simply, Pegasus staff did not know the rules! The second problem concerned the meals. I pre-booked a meal on each flight. On the first flight, I was not served with a meal at all. Yes, I fell asleep, but that is to be expected on a flight leaving at 03:30. They simply ""forgot"" to wake me and serve me with a meal. On the second flight, I did get a main meal, but no drink was included, even though I had ordered both a main meal and a desert plus tea or coffee. The menu I used to pre-book the meal online was clearly not the same menu on offer in the aircraft. Its not a big deal and I wouldnt mind, but instead of accepting my word, the cabin staff were prepared to stand in the aisle for a good 10 minutes arguing about whether I should be given a free drink or not. This is meanness taken to the absolute limit. Do they really think that someone would make up a story in order to get a free cup of tea? In my view, its small-minded and really rather pathetic.",8,"2021",2
"Pegasus-Airlines","Mr","Worst hostess and communication, no respect!
Smashed mt lagguage , no response no sorry.
I am frewuent flyer and have not experienced such a poor and rude communication",8,"2021",1
"Pegasus-Airlines","Never had to wait longer for service than on this flight","I don't mind that the departure of this flight was delayed because of air traffic, but once I was on the plane and it took off, the awaiting time got worse. Every 10min or so, the seatbelt sign was turned on and off, so it took along time for the cabin crew to reach passengers in need. In one case, the sign was on for what felt like eternity, even though there was no turbulence at that time. Eventually the staff got to the passengers. What I found very disturbing was that one passenger asked for a coke and the crew member answered that there was no original coke left, just coke zero. A few seconds later, she passed our row, holding a few original coke cans in her hands, which obviously confused the passenger next to me who asked for a coke before. So I don't know why the attendant lied about not having any coke left on the plane.
The flight itself was clean, even though we had some turbulence but none can do anything about that. Take off and Landing were really smooth.

So all in all, a flight that should've taken only about 3 hours, felt like the longest flight ever, because of slow working crew members and weird lies..",8,"2021",3
"Pegasus-Airlines","Very bad customer service","They have very rude customer service. They have useless. You can’t cancel your flight and get a full refund even if it’s their fault",8,"2021",1
"Pegasus-Airlines","bad customer service","i had booked a trip to istanbul leaving madrid at 9 september and returning 23 of september

on 6 of august i receive a message that BOTH OF MY FLIGHTS GOT CANCELLED!!

i had to change my flight on the website, i changes my inboud fligt to 10 of september, and wanted to book my returnflight on 22 of september, but made a mistake in the month, so i accidentily bookes 22 of august....

i called customer service, to explain my situation, and they just said they could not change it, i have to change it again now on the site and have to pay 160 euro to change my ticket!!!

fine customer service.... they canceled both of my flights, i have to change my plans, and then zero flexibility to help a customer.... no the customer literally has to pay for a mistake.....!?!?",8,"2021",1
"Pegasus-Airlines","2 hours flight late","2 hours flight late. Changed gate several times. Bad airplane and seats. Terrible experience. Dont do this company again ever",8,"2021",1
"Pegasus-Airlines","No frills but reliable","Despite a plethora of negative reviews we found Pegasus to be good. Yes, you have to pay for luggage; yes, you have to pay for food and yes the planes are a little old with no inflight entertainment but what do you expect for a budget airline? It is true that the cabin crew were a little brusque but all three flights left on time, we felt safe and our luggage arrived on time, twenty-four hours later at our destination. Flying with Pegasus may not be the most luxurious experience ever but it is excellent value for money and I would definitely consider using them again.",7,"2021",4
"Pegasus-Airlines","Worst flight EVER","I was supposed to travel on July 15 at flight number PC 1811 (Amman - Dalaman) along with 2 other friends at 05:15 am we reached the airport 2 hours ahead for check-in & we discovered that flight was CANCELLED! NO sms NO emails were received!
After a long discussion with 1 of ur agents he switched us to the next flight to Dalaman on July 16 at 17:25, when he printed the ticket we discovered that our return flight (July 21, flight number PC1810) have changed from 23:40 to15:00
We have lost 3 FULL DAYS from our trip! we were supposed to arrive 07:00 am which is a full day lost; now we arrive 19:10 which is another lost day & return flight now at 15:00 which is a 3rd day lost!
In addition to hotel accommodation for our 1st night which was fully paid, a trip to another city on the 16th which we paid for already, PCR tests which now we need to repeat, transportation to airport (2 way)! Who is responsible for all this lost? We need a reimbursement for all of the above loss! Trying to contact them direct and send them on their website with NO LUCK OF COURSE",7,"2021",1
